Id del contrato de software;Nombre;instanceId;Estado;Fabricante;Centro Actividad / Centro de Costos;Suministrador Responsable;Empresa Propietaria;Fecha de Creación;Fecha de Caducidad;Fecha Modificada;Nombre del producto;Nombre Proveedor;Orden de Compra;Clave__c;Suma Número de Licencias Adquiridas;Filial;Información Adicional / Descripción
CT-2016-000797_;CT-2016-000797 -002;ASGADR4FJYMVQAPKRHZAP9UDFP2CGA;Historical;Desconocido;01989080;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:41 PM;;2026/02/16 05:15:09 AM;MicroStation;Desconocido;;;25;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2016-000797_;CT-2016-000797 -003;ASGADR4FJYMVQAPKRHYTP9UDF82BNF;Historical;Desconocido;01989080;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:41 PM;;2026/02/16 05:15:09 AM;SewerGEMS;Desconocido;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2016-000797_;CT-2016-000797 -004;ASGADR4FJYMVQAPKRHYZP9UDFN2CCJ;Historical;Desconocido;01989080;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:41 PM;;2026/02/16 05:15:07 AM;SewerGEMS;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2016-000797_;CT-2016-000797 -005;ASGADR4FJYMVQAPKRHYVP9UDFK2BS5;Historical;Desconocido;01989080;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:41 PM;;2026/02/16 05:15:11 AM;WaterGEMS;Desconocido;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2016-000797_;CT-2016-000797 -006;ASGADR4FJYMVQAPKRHZAP9UDFP2CFL;Historical;Desconocido;01989080;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;;2026/02/16 05:15:07 AM;WaterGEMS;Desconocido;;;8;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2016-000797_;CT-2016-000797 -007;ASGADR4FJYMVQAPKRHYWP9UDFL2BWO;Historical;Desconocido;01989080;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;;2026/02/16 05:15:10 AM;WaterGEMS;Desconocido;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2016-000797_;CT-2016-000797 -008;ASGADR4FJYMVQAPKRHYPP9UDF42B3O;Historical;Desconocido;01989080;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;;2026/02/16 05:15:08 AM;WaterGEMS;Desconocido;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2016-002699;CT-2016-002699;ASGADR4FJYMVQAPKRHZUP9UDG82EDW;Executed;CorelDRAW;Unallocated;POLCO S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 02:18:22 PM;;2019/01/03 03:06:32 PM;Metrohm tiamo;POLCO S.A.;172681;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2016-43;CT-2016-43-1;ASGADR4FJYMVQAPKBWDNP9ERR6VFD3;Executed;Desconocido;06986400;Desconocido;EDEQ S.A. E.S.P.;2018/12/20 02:43:04 PM;;2019/01/03 03:06:28 PM;DIgSILENT PowerFactory  Server;Desconocido;;;1;EDEQ S.A. E.S.P.;.
CT-2017-000007;CT-2017-000007-001;ASGA9TAFB7LH4AQF0ST9QE2X0KT2TZ;Historical;Desconocido;Unallocated;MULTISOFT LTDA.;EDEQ S.A. E.S.P.;2020/02/06 03:58:01 PM;2020/01/01 12:00:00 AM;2026/02/16 05:15:35 AM;Mcafee Cliente Protection;MULTISOFT LTDA.;;;500;EDEQ S.A. E.S.P.;.
CT-2017-000011;CT-2017-000011-R1;ASGADR4FJYMVQAPKRHZBP9UDFQ2CHN;Historical;Desconocido;Unallocated;IAC INGENIEIRA ASISTIDA POR COMPUTADOR S.A.S.;EDEQ S.A. E.S.P.;2018/12/20 02:35:10 PM;2018/03/09 04:50:00 AM;2026/02/16 05:15:22 AM;Autodesk AutoCAD Map 3D;IAC INGENIEIRA ASISTIDA POR COMPUTADOR S.A.S.;CT-2017-000011;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2017-000011-R1;CT-2017-000011-R1-1;ASGADR4FJYMVQAPKRHZUP9UDG92EEM;Historical;Desconocido;Unallocated;IAC INGENIEIRA ASISTIDA POR COMPUTADOR S.A.S.;EDEQ S.A. E.S.P.;2018/12/20 02:18:24 PM;2018/03/09 04:50:00 AM;2026/02/16 05:15:21 AM;Autodesk Infrastructure Map Server;IAC INGENIEIRA ASISTIDA POR COMPUTADOR S.A.S.;CT-2017-000011 ;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2017-000017-R1;CT-2017-000017-R1-01;ASGADR4FJYMVQAPKRHZUP9UDG82ED5;Historical;Desconocido;Unallocated;MULTISOFT S.A.S;CENS S.A. E.S.P.;2018/12/20 02:18:24 PM;2019/04/15 03:40:00 PM;2026/02/16 05:15:21 AM;McAfee Agent;MULTISOFT S.A.S;;;54;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2017-000017-R1;CT-2017-000017-R1-02;ASGADR4FJYMVQAPKRHZ5P9UDGD2DF6;Historical;Desconocido;Unallocated;MULTISOFT S.A.S;CENS S.A. E.S.P.;2018/12/20 02:18:22 PM;2019/04/15 03:51:00 PM;2026/02/16 05:15:20 AM;McAfee Agent;MULTISOFT S.A.S;;;150;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2017-000017-R1;CT-2017-000017-R1-03;ASGADR4FJYMVQAPKRHZSP9UDG72EB2;Historical;Desconocido;Unallocated;MULTISOFT S.A.S;CENS S.A. E.S.P.;2018/12/20 02:18:20 PM;2019/04/15 03:56:00 PM;2026/02/16 05:15:18 AM;McAfee Agent;MULTISOFT S.A.S;;;706;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2017-000050;CT-2017-000050-01;ASGADR4FJYMVQAPKRHZ8P9UDGG2D0Q;Historical;Desconocido;Unallocated;COMPEL S.A.;CENS S.A. E.S.P.;2018/12/20 02:18:20 PM;;2026/02/16 05:15:16 AM;AutoCAD;COMPEL S.A.;;;9999;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2017-000063;CT-2017-000063-01;ASGADR4FJYMVQAPKBWDMP9ERR4VFA2;Historical;Desconocido;07337100;Desconocido;ESSA S.A. E.S.P.;2018/12/20 02:43:04 PM;2018/08/15 10:58:00 AM;2026/02/16 05:15:25 AM;PRTG Network Monitor;Desconocido;CT-2017-000063;;1;ESSA S.A. E.S.P.;.
CT-2017-000120;CT-2017-000120;ASGADR4FJYMVQAPKRHZKP9UDGI2D50;Historical;Desconocido;Unallocated;Desconocido;EDEQ S.A. E.S.P.;2018/12/20 02:04:15 PM;2018/12/06 04:07:00 PM;2026/02/16 05:15:14 AM;STRUXUREWARE POWER MONITOR;Desconocido;CT-2017-000120;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-206269;CT-206269-1;ASGADR4FJYMVQAPKRHZRP9UDG62DY4;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:15 PM;2018/02/15 04:44:00 PM;2026/02/16 05:15:14 AM;Deep Freeze Cloud Subscription License;Desconocido;;;22;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-2297-A124;CT-2297-A124-1;ASGADR4FJYMVQAPKBWDLP9ERR4VEYL;Executed;Desconocido;06986400;EPM;EDEQ S.A. E.S.P.;2018/12/20 02:43:04 PM;;2019/01/03 03:06:29 PM;Mar - Mar Movil;EPM;;;1;EDEQ S.A. E.S.P.;.
CT-2430-1763-2013;CT-2430-1763-2013-1;ASGADR4FJYMVQAPKRHZ4P9UDGC2DDK;Historical;Desconocido;Unallocated;Desconocido;CENS S.A. E.S.P.;2018/12/20 01:39:51 PM;;2026/02/16 05:15:13 AM;Nextiva Control Center;Desconocido;;;9999;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-Fundacion;CT-Fundacion-1;ASGADR4FJYMVQAPKRSPMP9UNW04HJ6;Executed;ADOBE SYSTEMS INCORPORATED;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;;2019/03/27 05:06:11 PM;Adobe Acrobat 8 Professional;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-Fundacion;CT-Fundacion-2;ASGADR4FJYMVQAPKRSPGP9UNVV4HEI;Executed;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:23 PM;;2019/03/27 05:06:11 PM;Adobe Acrobat 9 Standard;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-Fundacion;CT-Fundacion-3;ASGADR4FJYMVQAPKRSPHP9UNVW4HEV;Executed;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;;2019/03/27 05:06:11 PM;Adobe Creative Suite 4 Master Collection;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-Fundacion;CT-Fundacion-4;ASGADR4FJYMVQAPKRHZ7P9UDGF2DJG;Executed;Desconocido;PY-105;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;;2019/03/27 05:06:11 PM;OfficeMacStd 2011 SNGL OLP NL Acdmc;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-Fundacion;CT-Fundacion-5;ASGADR4FJYMVQAPKRHZ7P9UDGF2DIX;Executed;Desconocido;PY-105;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;;2019/03/27 05:06:11 PM;Microsoft Windows Server Datacenter;Desconocido;;;4;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CTO 111;CTO 111-1;ASGADR4FJYMVQAPKRHZZP9UDGO2E4J;Historical;Desconocido;Unallocated;Desconocido;AGUAS REGIONALES EPM S.A E.S.P.;2018/12/20 01:39:50 PM;;2026/02/16 05:15:12 AM;PaperPort Image Printer;Desconocido;1885;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CT-PRUEBA02;PRUEBA DE LICENCIA;ASGAWGX7AQANSAS9HB9FS9HB9FEK29;Historical;ARKIX S.A.;05986400;AUDISOFT;CENS S.A. E.S.P.;2024/09/02 11:34:48 AM;2024/09/10 12:00:00 AM;2026/02/16 05:15:49 AM;EVOQ DNN BASIC PRODUCCION;AUDISOFT;OC-PRUEBA01;CLAVE PRUEBA;105;CENS S.A. E.S.P.;.
CW101853;CW101853-001;ASGAJOIFD0FXYARHD3TERGEGZT6DVT;Historical;UiPath SRL;01989075;UiPath SRL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/02/10 09:15:45 AM;2023/07/20 12:00:00 AM;2026/02/16 05:15:42 AM;UiPath Orchestrator Standard;UiPath SRL;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101853;CW101853-002;ASGAJOIFD0FXYARHD5YFRGEJEV6PPA;Historical;UiPath SRL;01989075;UiPath SRL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/02/10 09:54:11 AM;2023/07/20 12:00:00 AM;2026/02/16 05:15:42 AM;UiPath Unattended Robot Concurrent Runtime;UiPath SRL;;;9;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101853;CW101853-003;ASGG8DGIDZG4UARHD66QRGEJN6Z3BQ;Historical;UiPath SRL;01989075;UiPath SRL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/02/10 10:03:58 AM;2023/07/20 12:00:00 AM;2026/02/16 05:15:43 AM;UiPath Studio Concurrent;UiPath SRL;;;12;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101853;CW101853-004;ASGG8DGIDZG4UARHD8B0RGE1IAZPL9;Historical;UiPath SRL;01989075;UiPath SRL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/02/10 10:37:59 AM;2023/07/20 12:00:00 AM;2026/02/16 05:15:42 AM;UiPath Cloud Automation Hub Standard;UiPath SRL;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101853;CW101853-005;ASGAJOIFD0FXYARHD821RGE19B7M0W;Historical;UiPath SRL;01989075;UiPath SRL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/02/10 10:44:47 AM;2023/12/20 12:00:00 AM;2026/02/16 05:15:43 AM;UiPath Robot NonProduction;UiPath SRL;;;3;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101853;CW101853-006;ASGG8DGIDZG4UARHD8OVRGE1VMZUXA;Historical;UiPath SRL;01989075;UiPath SRL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/02/10 10:52:21 AM;2023/07/20 12:00:00 AM;2026/02/16 05:15:44 AM;UiPath Insights Orchestrator Add On;UiPath SRL;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101853;CW101853-007;ASGDZ8OPBFVYCAR0OXWXRJPK9FG8SR;Historical;UiPath SRL;01989075;UiPath SRL;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/04/21 08:11:50 AM;2023/07/20 12:00:00 AM;2026/02/16 05:15:44 AM;UiPath - Attended - Named User;UiPath SRL;;;65;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-001;ASGDZ8OPBFVYCAR14V33R057ZM96I2;Executed;Oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/05/05 08:14:46 AM;2026/07/31 12:00:00 AM;2025/05/12 12:19:01 PM;Hyperion Disclosure Management;ORACLE;;;4;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-008;ASGB2V5BD255QAR3GJZ4R2GTNHUC97;Executed;Oracle;01989074;ORACLE COLOMBIA LTDA.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/06/08 01:59:23 PM;2026/07/31 12:00:00 AM;2025/05/12 12:19:01 PM;Oracle Hyperion Financial Management;ORACLE COLOMBIA LTDA.;;;360;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-009;ASGB2V5BD255QAR3G057R2GUD1UFZ5;Historical;oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/06/08 02:10:02 PM;2023/07/31 12:00:00 AM;2026/02/16 05:15:44 AM;JD Edwards Solution;ORACLE;;;2431;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-010;ASGCFC0LJCD6MAR3G0LLR2GUJ5SJPE;Executed;Oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/06/08 02:17:29 PM;2026/07/31 12:00:00 AM;2025/05/12 12:19:01 PM;JD Edwards EnterpriseOne Solution;ORACLE;;;4884;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-011;ASGBZBM7ITT46ARY2XT9RY2XT9E963;Executed;Oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2023/07/25 10:05:11 AM;2026/07/07 12:00:00 AM;2025/05/12 12:19:01 PM;Hyperion Strategic Finance Client;ORACLE;;;26;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-012;ASGJSFNSJXX24ARY2YHSRY2YHS1E9S;Executed;Oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2023/07/25 10:13:53 AM;2026/07/31 12:00:00 AM;2025/05/12 12:19:01 PM;Oracle Hyperion Financial Data Quality Management;ORACLE;;;59;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-013;ASGIB6OPATU8SARY2Y6MRY2Y6MUEEZ;Executed;Oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2023/07/25 10:18:13 AM;2026/07/31 12:00:00 AM;2025/05/12 12:19:01 PM;Oracle Hyperion Financial Data Quality Management;ORACLE;;;61;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-CENS-002;ASGI327TET0NWAR14WEYR058RGKOWX;Executed;Oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/05/05 08:33:34 AM;2035/08/01 12:00:00 AM;2025/05/12 12:19:01 PM;Hyperion Strategic Finance Client;ORACLE;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-CHEC-003;ASGDZ8OPBFVYCAR14W29R058YS9K39;Executed;Oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/05/05 08:36:04 AM;2035/08/01 12:00:00 AM;2025/05/12 12:19:01 PM;Hyperion Strategic Finance Client;ORACLE;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-EDEQ-004;ASGFJ8CVGDZAJAR14W7TR059EC0IQK;Executed;Oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/05/05 08:39:17 AM;2035/08/01 12:00:00 AM;2025/05/12 12:19:01 PM;Hyperion Strategic Finance Client;ORACLE;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-EMVARIAS-005;ASGDZ8OPBFVYCAR14WM7R059IP9KZI;Executed;Oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/05/05 08:41:47 AM;2035/08/01 12:00:00 AM;2025/05/12 12:19:01 PM;Hyperion Strategic Finance Client;ORACLE;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-EPM-007;ASGI327TET0NWAR14WT6R0595OKSI3;Executed;Oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/05/05 08:45:48 AM;2035/08/01 12:00:00 AM;2025/05/12 12:19:01 PM;Hyperion Strategic Finance Client;ORACLE;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW101984;CW101984-ESSA-006;ASGDZ8OPBFVYCAR14WQOR0592X9LX2;Executed;Oracle;01989074;ORACLE;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/05/05 08:43:30 AM;2035/08/01 12:00:00 AM;2025/05/12 12:19:01 PM;Hyperion Strategic Finance Client;ORACLE;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW104838;CW104838-001;ASGJ6JZOEF9F6AR24OQQR15JGRWR8X;Historical;Hexing;01989072;Hexing;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/05/24 04:24:37 PM;2022/09/17 12:00:00 AM;2026/02/16 05:15:44 AM;ORCA;Hexing;;;1760;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW11114;CW11114-001;ASGA9TPDJM92BASGMZ48SGMZ48C9M1;Executed;Sparx Systems;01989074;UNIVERSAL TECHNOLOGY SAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2024/01/02 08:44:27 AM;2035/01/01 12:00:00 AM;2025/05/12 12:19:01 PM;Enterprise Architect (Concurrente);UNIVERSAL TECHNOLOGY SAS;;;95;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW11114;CW11114-002;ASGAVOFZBTC8IASGMZ93SGMZ938U6S;Executed;Sparx Systems;01989074;UNIVERSAL TECHNOLOGY SAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2024/01/02 08:46:24 AM;2035/01/01 12:00:00 AM;2025/05/12 12:19:01 PM;Enterprise Architec Local;UNIVERSAL TECHNOLOGY SAS;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW111156;CW111156-001;ASGB2A7CJSP82AR24L7ER15FXD8QWZ;Historical;Solati SAS;01989072;Soluciones Latinas Administrativas Integrales Solati SAS.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/05/24 03:17:54 PM;2023/10/31 12:00:00 AM;2026/02/16 05:15:44 AM;Adminfo Vsmart;Soluciones Latinas Administrativas Integrales Solati SAS.;;;150;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW111988;CW111988-001;ASGDBP1IIN2UDARHB65JRGCJLZ9DBQ;Historical;CHOICE;01989075;CHOICE TECHNOLOGIES COLOMBIA S.A.S.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/02/09 08:14:38 AM;2022/05/24 12:00:00 AM;2026/02/16 05:15:43 AM;Revenue Intelligence de CHOICE;CHOICE TECHNOLOGIES COLOMBIA S.A.S.;;;2679283;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW113194;CW113194-001;ASGADR4FJYMVQAQXC4Y2QWDKIKY0XE;Historical;Autodesk;01989080;MICROCAD SA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/07/30 10:57:57 AM;2022/01/20 12:00:00 AM;2026/02/16 05:15:40 AM;Architecture Engineering & Construction Collection;MICROCAD SA;;;668;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW113194;CW113194-002;ASGA9TAFB7LH4AQXC5F4QWDK5NIOQZ;Historical;Autodesk;01989080;MICROCAD SA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/07/30 11:02:08 AM;2022/01/20 12:00:00 AM;2026/02/16 05:15:40 AM;Product Design & Manufacturing Collection;MICROCAD SA;;;125;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW113194;CW113194-003;ASGADR4FJYMVQAQXC5J6QWDK9OY5LL;Historical;Autodesk;01989080;MICROCAD SA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/07/30 11:12:12 AM;2022/01/20 12:00:00 AM;2026/02/16 05:15:40 AM;Bim Collaborate;MICROCAD SA;;;25;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW113194;CW113194-004;ASGADR4FJYMVQAQXC5OWQWDKZEYPFP;Historical;Autodesk;01989080;MICROCAD SA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/07/30 11:14:20 AM;2022/01/20 12:00:00 AM;2026/02/16 05:15:40 AM;Vault Professional;MICROCAD SA;;;269;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW113194;CW113194-005;ASGADR4FJYMVQAQXC5XOQWDLHWYT9G;Historical;Autodesk;01989080;MICROCAD SA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/07/30 11:19:00 AM;2022/01/20 12:00:00 AM;2026/02/16 05:15:40 AM;Media & Entertainment Collection;MICROCAD SA;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW-114400;CW-114400-01;ASGBNJ2CGVBTVARQCN2WRQCN2WA5X0;Historical;CONTROLES EMPRESARIALES LTDA;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2023/02/14 08:15:15 AM;2023/12/31 12:00:00 AM;2026/02/16 05:15:46 AM;Win Server User CALSA;CONTROLES EMPRESARIALES LTDA;;;50;EM VARIAS;.
CW-114400;CW-114400-02;ASGHLRYUBNEYMARQCN8IRQCN8I2EC5;Historical;CONTROLES EMPRESARIALES LTDA;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2023/02/14 08:17:02 AM;2023/12/31 12:00:00 AM;2026/02/16 05:15:46 AM;MS Endpoint Configmgr Clt Mgmt Lic Per User Mgmt LSA;CONTROLES EMPRESARIALES LTDA;;;80;EM VARIAS;.
CW115943;CW115943-001;ASGGARCFAW9NUARJHFQBRIHUEAU284;Historical;Trend Micro;01989080;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/03/23 07:10:12 AM;2022/12/30 12:00:00 AM;2026/02/16 05:15:44 AM;Trend Micro Deep Security Agent;Desconocido;;;11000;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW-12228;CW-12228-001;ASGADR4FJYMVQAPKRHZSP9UDG72EBA;Executed;Quest;01989076;BUSINESSMIND COLOMBIA S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:48 PM;2030/12/01 12:00:00 AM;2025/05/12 12:19:01 PM;TOAD FOR ORACLE DBA RAC EDITION V13;BUSINESSMIND COLOMBIA S.A.;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW-12228;CW-12228-002;ASGADR4FJYMVQAPKRHZ8P9UDGG2D1C;Executed;Quest;01989076;BUSINESSMIND COLOMBIA S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:49 PM;2030/12/01 12:00:00 AM;2025/05/12 12:19:01 PM;TOAD FOR SQL SERVER XPERT EDITION V13;BUSINESSMIND COLOMBIA S.A.;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW-12228;CW-12228-003;ASGA9TAFB7LH4AQOJ6QUQN0W5NWMGZ;Executed;Quest;01989076;BUSINESSMIND COLOMBIA S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/02/09 07:19:41 AM;2030/12/01 12:00:00 AM;2025/05/12 12:19:01 PM;TOAD FOR SQL SERVER DEVELOPER EDITION V13;BUSINESSMIND COLOMBIA S.A.;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW-12228;CW-12228-004;ASGA9TAFB7LH4AQOJ7EZQN0WTSXFO6;Executed;Quest;01989076;BUSINESSMIND COLOMBIA S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/02/09 07:26:52 AM;2030/12/01 12:00:00 AM;2025/05/12 12:19:01 PM;TOAD FOR ORACLE PROFESSIONAL EDITION V13;BUSINESSMIND COLOMBIA S.A.;;;14;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW-12228;CW-12228-005;ASGA9TAFB7LH4AQOJ78NQN0XH5XRUF;Executed;Quest;01989076;BUSINESSMIND COLOMBIA S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/02/09 07:33:44 AM;2030/12/01 12:00:00 AM;2025/05/12 12:19:01 PM;FOGLIGHT FOR SQL SERVER SQL PERFORMANCE INVESTIGATOR EDITION V13;BUSINESSMIND COLOMBIA S.A.;;;101;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW-12228;CW-12228-006;ASGA9TAFB7LH4AQOJ7SHQN0X7AYHJ1;Executed;Quest;01989076;BUSINESSMIND COLOMBIA S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/02/09 07:39:47 AM;2030/12/01 12:00:00 AM;2025/05/12 12:19:01 PM;TOAD FOR ORACLE XPERT EDITION V13;BUSINESSMIND COLOMBIA S.A.;;;8;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
CW-12228;CW-12228-007;ASGADR4FJYMVQAQOJ7VKQN0XR5GZYW;Executed;Quest;01989076;BUSINESSMIND COLOMBIA S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/02/09 07:42:38 AM;2030/12/01 12:00:00 AM;2025/05/12 12:19:01 PM;TOAD FOR ORACLE DEVELOPER EDITION V13;BUSINESSMIND COLOMBIA S.A.;;;232;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
